date,signal,short_mavg,long_mavg,PX_LAST,rets,ret_cum_actual,positions,loop,ret_cum,inten,trend_sum,trend_sum2,days,entry_track,entry_level,index_dummy,trend_length
1991-01-16,1.0,8.228999999999985,8.225181818181817,8.229,0.027999999999998693,-0.5780000000000012,2.0,8.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,14.0
1991-01-17,-1.0,8.046999999999986,8.213690909090909,8.047,-0.1819999999999986,-0.7599999999999998,-2.0,8.047,0.027999999999998693,0.0,-0.1819999999999986,0.0,0.0,1991-01-16 00:00:00,8.229,71,0.0
1991-02-28,1.0,8.032999999999989,7.988836363636359,8.033,0.06799999999999962,-0.7740000000000009,2.0,8.033,0.0,-0.256000000000002,-0.014000000000001123,0.0,0.0,1991-01-18 00:00:00,8.017,101,29.0
1991-04-05,-1.0,7.9819999999999975,7.98945454545454,7.982,-0.014000000000000234,-0.8250000000000002,-2.0,7.982,0.0,0.2010000000000005,-0.05099999999999927,0.0,0.0,1991-03-01 00:00:00,8.12,127,25.0
1991-04-09,1.0,8.018999999999998,7.987109090909086,8.019,0.051000000000000156,-0.7880000000000003,2.0,8.019,0.0,-0.014000000000000234,0.03699999999999992,0.0,0.0,1991-04-08 00:00:00,7.968,129,1.0
1991-04-12,-1.0,7.967999999999998,7.988672727272723,7.968,-0.10100000000000087,-0.8390000000000004,-2.0,7.968,0.0,0.06400000000000006,-0.051000000000000156,0.0,0.0,1991-04-10 00:00:00,8.083,132,2.0
1991-04-18,1.0,8.026999999999997,7.984563636363633,8.027,0.08499999999999908,-0.7800000000000011,2.0,8.027,0.0,-0.0259999999999998,0.058999999999999275,0.0,0.0,1991-04-15 00:00:00,7.961,136,3.0
1991-04-30,-1.0,8.012999999999996,8.021199999999999,8.013,-0.04899999999999949,-0.7940000000000005,-2.0,8.013,0.0,0.12100000000000044,-0.013999999999999346,0.0,0.0,1991-04-19 00:00:00,8.102,144,7.0
1991-05-03,1.0,8.040999999999997,8.032854545454544,8.041,0.0990000000000002,-0.766,2.0,8.041,0.0,-0.07099999999999973,0.02800000000000047,0.0,0.0,1991-05-01 00:00:00,7.996,147,2.0
1991-05-06,-1.0,8.031999999999996,8.03770909090909,8.032,-0.009000000000000341,-0.7750000000000004,-2.0,8.032,0.0990000000000002,,-0.009000000000000341,0.0,0.0,1991-05-06 00:00:00,8.032,148,0.0
